"","ID_MUJ","FAC_MUJ","EDAD","tipo_violencia","value"
"1689","0804855.05.01.02",264,49,"fue_violentada_emoc",TRUE
"1690","0804860.03.01.03",555,33,"fue_violentada_emoc",TRUE
"1691","0804861.01.01.04",547,20,"fue_violentada_emoc",TRUE
"1692","0804998.01.01.02",292,64,"fue_violentada_emoc",TRUE
"1693","0805066.01.01.02",287,61,"fue_violentada_emoc",TRUE
"1694","0805113.01.01.01",627,44,"fue_violentada_emoc",TRUE
"1695","0805126.05.01.01",272,49,"fue_violentada_emoc",TRUE
"1696","0805207.04.01.03",559,27,"fue_violentada_emoc",TRUE
"1697","0805233.01.01.04",564,19,"fue_violentada_emoc",TRUE
"1698","0805233.05.01.02",564,39,"fue_violentada_emoc",TRUE
"1699","0805242.03.01.06",580,26,"fue_violentada_emoc",TRUE
"1700","0805246.02.01.05",576,18,"fue_violentada_emoc",TRUE
"1701","0805259.05.01.04",513,15,"fue_violentada_emoc",TRUE
"1702","0805269.05.01.05",679,16,"fue_violentada_emoc",TRUE
"1703","0805293.04.01.01",294,21,"fue_violentada_emoc",TRUE
"1704","0805296.03.01.04",397,27,"fue_violentada_emoc",TRUE
"1705","0805310.03.01.04",639,16,"fue_violentada_emoc",TRUE
"1706","0805325.02.01.01",424,48,"fue_violentada_emoc",TRUE
"1707","0805346.03.01.02",714,55,"fue_violentada_emoc",TRUE
"1708","0805354.05.01.02",264,24,"fue_violentada_emoc",TRUE
"1709","0805415.01.01.02",778,35,"fue_violentada_emoc",TRUE
"1710","0805440.03.01.01",716,65,"fue_violentada_emoc",TRUE
"1711","0805475.04.01.02",301,22,"fue_violentada_emoc",TRUE
"1712","0805485.01.01.02",292,26,"fue_violentada_emoc",TRUE
"1713","0805485.02.01.01",292,50,"fue_violentada_emoc",TRUE
"1714","0805490.05.01.05",607,24,"fue_violentada_emoc",TRUE
"1715","0805498.03.01.02",611,15,"fue_violentada_emoc",TRUE
"1716","0805500.04.01.02",369,19,"fue_violentada_emoc",TRUE
"1717","0805527.02.01.01",732,58,"fue_violentada_emoc",TRUE
"1718","0805573.01.01.04",1293,23,"fue_violentada_emoc",TRUE
"1719","0805573.05.01.01",647,51,"fue_violentada_emoc",TRUE
"1720","0805594.05.01.04",1113,15,"fue_violentada_emoc",TRUE
"1721","0805597.04.01.01",277,82,"fue_violentada_emoc",TRUE
"1722","0805666.02.01.02",280,33,"fue_violentada_emoc",TRUE
"1723","0805747.01.01.01",547,45,"fue_violentada_emoc",TRUE
"1724","0805756.01.01.02",315,20,"fue_violentada_emoc",TRUE
"1725","0805770.05.01.02",589,30,"fue_violentada_emoc",TRUE
"1726","0805776.04.01.04",561,24,"fue_violentada_emoc",TRUE
"1727","0805818.05.01.04",666,16,"fue_violentada_emoc",TRUE
"1728","0805821.04.01.02",295,34,"fue_violentada_emoc",TRUE
"1729","0805831.03.01.02",343,51,"fue_violentada_emoc",TRUE
"1730","0805878.04.01.01",312,42,"fue_violentada_emoc",TRUE
"1731","0805881.05.01.01",543,57,"fue_violentada_emoc",TRUE
"1732","0805914.04.01.03",631,33,"fue_violentada_emoc",TRUE
"1733","0805928.04.01.02",289,27,"fue_violentada_emoc",TRUE
"1734","0805953.01.01.01",599,48,"fue_violentada_emoc",TRUE
"1735","0805962.02.01.01",323,55,"fue_violentada_emoc",TRUE
"1736","0805979.04.01.02",685,36,"fue_violentada_emoc",TRUE
"1737","0805979.05.01.02",685,16,"fue_violentada_emoc",TRUE
"1738","0806000.02.01.01",274,48,"fue_violentada_emoc",TRUE
"1739","0806025.01.01.02",291,28,"fue_violentada_emoc",TRUE
"1740","0806025.05.01.01",291,53,"fue_violentada_emoc",TRUE
"1741","0806042.05.01.02",289,21,"fue_violentada_emoc",TRUE
"1742","0806103.02.01.01",156,28,"fue_violentada_emoc",TRUE
"1743","0806138.03.01.01",234,22,"fue_violentada_emoc",TRUE
"1744","0806178.02.01.02",298,55,"fue_violentada_emoc",TRUE
"1745","0806178.04.01.02",298,53,"fue_violentada_emoc",TRUE
"1746","0806184.01.01.03",609,18,"fue_violentada_emoc",TRUE
"1747","0806218.05.01.02",383,19,"fue_violentada_emoc",TRUE
"1748","0806334.02.01.01",357,83,"fue_violentada_emoc",TRUE
"1749","0806334.05.01.02",715,37,"fue_violentada_emoc",TRUE
"1750","0806347.03.02.02",671,27,"fue_violentada_emoc",TRUE
"1751","0806394.04.01.02",301,48,"fue_violentada_emoc",TRUE
"1752","0806517.02.01.03",603,21,"fue_violentada_emoc",TRUE
"1753","0806562.01.01.02",282,29,"fue_violentada_emoc",TRUE
"1754","0806567.04.01.03",584,20,"fue_violentada_emoc",TRUE
"1755","0806577.05.01.02",540,17,"fue_violentada_emoc",TRUE
"1756","0806683.05.02.06",592,16,"fue_violentada_emoc",TRUE
"1757","0806729.02.01.01",402,31,"fue_violentada_emoc",TRUE
"1758","0806746.02.01.03",615,18,"fue_violentada_emoc",TRUE
"1759","0806757.01.01.02",357,39,"fue_violentada_emoc",TRUE
"1760","0806792.01.01.01",273,68,"fue_violentada_emoc",TRUE
"1761","0806916.02.01.02",205,30,"fue_violentada_emoc",TRUE
"1762","0806919.02.01.02",303,28,"fue_violentada_emoc",TRUE
"1763","0806919.03.01.03",1213,18,"fue_violentada_emoc",TRUE
"1764","0807113.03.01.01",418,53,"fue_violentada_emoc",TRUE
"1765","0807178.01.01.02",291,50,"fue_violentada_emoc",TRUE
"1766","0807180.02.01.02",421,35,"fue_violentada_emoc",TRUE
"1767","0807200.05.01.01",271,27,"fue_violentada_emoc",TRUE
"1768","0807216.04.01.01",198,20,"fue_violentada_emoc",TRUE
"1769","0807216.05.01.02",198,19,"fue_violentada_emoc",TRUE
"1770","0807299.04.01.03",577,17,"fue_violentada_emoc",TRUE
"1771","0807347.02.01.02",333,41,"fue_violentada_emoc",TRUE
"1772","0807350.04.01.02",201,39,"fue_violentada_emoc",TRUE
"1773","0807350.05.01.01",201,64,"fue_violentada_emoc",TRUE
"1774","0807352.01.01.02",166,30,"fue_violentada_emoc",TRUE
"1775","0807354.01.01.02",350,16,"fue_violentada_emoc",TRUE
"1776","0807401.01.01.02",311,36,"fue_violentada_emoc",TRUE
"1777","0807423.02.01.01",562,23,"fue_violentada_emoc",TRUE
"1778","0807440.02.01.01",508,42,"fue_violentada_emoc",TRUE
"1779","0807440.05.01.01",508,45,"fue_violentada_emoc",TRUE
"1780","0807469.05.01.02",276,27,"fue_violentada_emoc",TRUE
"1781","0807513.03.01.02",411,26,"fue_violentada_emoc",TRUE
"1782","0807522.04.01.01",217,46,"fue_violentada_emoc",TRUE
"1783","0807544.01.01.01",264,54,"fue_violentada_emoc",TRUE
"1784","0807733.02.01.02",260,33,"fue_violentada_emoc",TRUE
"1785","0807754.01.01.02",419,26,"fue_violentada_emoc",TRUE
"1786","0807785.05.01.02",179,65,"fue_violentada_emoc",TRUE
"1787","0807807.02.01.02",130,34,"fue_violentada_emoc",TRUE
"1788","0808106.10.01.01",324,67,"fue_violentada_emoc",TRUE
"1789","0808121.09.01.02",331,38,"fue_violentada_emoc",TRUE
"1790","0808194.20.01.02",543,45,"fue_violentada_emoc",TRUE
"1791","0808238.04.01.02",264,66,"fue_violentada_emoc",TRUE
"1792","0808238.19.01.01",264,50,"fue_violentada_emoc",TRUE
"1793","0808267.13.01.05",752,16,"fue_violentada_emoc",TRUE
"1794","0808318.05.01.04",942,22,"fue_violentada_emoc",TRUE
"1795","0808318.17.01.05",942,15,"fue_violentada_emoc",TRUE
"1796","0808325.17.01.01",287,59,"fue_violentada_emoc",TRUE
"1797","0808384.11.01.01",254,34,"fue_violentada_emoc",TRUE
"1798","0808405.15.01.02",400,29,"fue_violentada_emoc",TRUE
"1799","0808535.20.01.02",330,42,"fue_violentada_emoc",TRUE
"1800","0808581.12.01.05",1127,15,"fue_violentada_emoc",TRUE
"1801","0808583.12.01.02",359,22,"fue_violentada_emoc",TRUE
"1802","0808679.09.01.05",1012,25,"fue_violentada_emoc",TRUE
"1803","0808679.20.01.01",337,67,"fue_violentada_emoc",TRUE
"1804","0808786.14.01.02",329,33,"fue_violentada_emoc",TRUE
"1805","0808925.04.01.05",751,15,"fue_violentada_emoc",TRUE
"1806","0808925.17.01.02",375,21,"fue_violentada_emoc",TRUE
"1807","0808955.04.01.01",258,74,"fue_violentada_emoc",TRUE
"1808","0808955.08.01.03",517,15,"fue_violentada_emoc",TRUE
"1809","0808955.12.01.03",517,15,"fue_violentada_emoc",TRUE
"1810","0809042.03.01.02",305,23,"fue_violentada_emoc",TRUE
"1811","0809059.04.01.02",236,47,"fue_violentada_emoc",TRUE
"1812","0809075.03.01.02",374,34,"fue_violentada_emoc",TRUE
"1813","0860071.12.01.02",328,62,"fue_violentada_emoc",TRUE
"1814","0860074.07.01.02",333,32,"fue_violentada_emoc",TRUE
"1815","0860074.12.01.01",333,51,"fue_violentada_emoc",TRUE
"1816","0860078.06.01.02",287,35,"fue_violentada_emoc",TRUE
"1817","0860078.17.01.04",575,18,"fue_violentada_emoc",TRUE
"1818","0860377.01.01.01",737,52,"fue_violentada_emoc",TRUE
"1819","0860377.09.01.02",369,24,"fue_violentada_emoc",TRUE
"1820","0860377.10.01.01",369,59,"fue_violentada_emoc",TRUE
"1821","0860377.20.01.02",369,24,"fue_violentada_emoc",TRUE
"1822","0860539.11.01.01",283,53,"fue_violentada_emoc",TRUE
"1823","0860584.01.01.02",392,48,"fue_violentada_emoc",TRUE
"1824","0860584.05.01.01",784,34,"fue_violentada_emoc",TRUE
"1825","0860585.20.01.02",612,52,"fue_violentada_emoc",TRUE
"1826","0860659.22.01.02",288,38,"fue_violentada_emoc",TRUE
"1827","0860731.10.01.01",1566,56,"fue_violentada_emoc",TRUE
"1828","0860790.12.01.02",569,34,"fue_violentada_emoc",TRUE
"1829","0900215.05.01.03",1830,50,"fue_violentada_emoc",TRUE
"1830","0900228.03.01.05",1351,22,"fue_violentada_emoc",TRUE
"1831","0900669.01.01.01",749,59,"fue_violentada_emoc",TRUE
"1832","0900701.05.01.01",575,76,"fue_violentada_emoc",TRUE
"1833","0900821.04.01.01",628,66,"fue_violentada_emoc",TRUE
"1834","0900937.05.01.02",572,34,"fue_violentada_emoc",TRUE
"1835","0900947.03.01.02",1298,55,"fue_violentada_emoc",TRUE
"1836","0901075.02.01.01",747,76,"fue_violentada_emoc",TRUE
"1837","0901366.01.01.02",726,50,"fue_violentada_emoc",TRUE
"1838","0901440.05.01.02",713,26,"fue_violentada_emoc",TRUE
"1839","0901459.04.01.04",1951,20,"fue_violentada_emoc",TRUE
"1840","0901863.02.01.02",540,50,"fue_violentada_emoc",TRUE
"1841","0901895.04.01.02",1708,27,"fue_violentada_emoc",TRUE
"1842","0901957.05.01.02",590,26,"fue_violentada_emoc",TRUE
"1843","0902408.03.01.03",1111,31,"fue_violentada_emoc",TRUE
"1844","0902700.05.01.02",1250,36,"fue_violentada_emoc",TRUE
"1845","0902818.01.01.01",1004,31,"fue_violentada_emoc",TRUE
"1846","0902830.02.01.02",553,24,"fue_violentada_emoc",TRUE
"1847","0902848.05.01.02",607,39,"fue_violentada_emoc",TRUE
"1848","0903071.05.01.02",1205,57,"fue_violentada_emoc",TRUE
"1849","0903156.01.01.02",1121,54,"fue_violentada_emoc",TRUE
"1850","0903156.02.01.04",1682,49,"fue_violentada_emoc",TRUE
"1851","0903312.01.01.02",598,25,"fue_violentada_emoc",TRUE
"1852","0903621.01.01.02",609,41,"fue_violentada_emoc",TRUE
"1853","0903621.03.01.05",1219,25,"fue_violentada_emoc",TRUE
"1854","0903717.03.01.02",1299,20,"fue_violentada_emoc",TRUE
"1855","0903717.04.01.04",2599,24,"fue_violentada_emoc",TRUE
"1856","0903776.03.01.03",1128,21,"fue_violentada_emoc",TRUE
"1857","0903835.01.01.01",568,84,"fue_violentada_emoc",TRUE
"1858","0904019.03.01.03",1894,31,"fue_violentada_emoc",TRUE
"1859","0904307.02.01.05",2544,19,"fue_violentada_emoc",TRUE
"1860","0904539.01.01.01",552,77,"fue_violentada_emoc",TRUE
"1861","0904540.01.01.01",520,48,"fue_violentada_emoc",TRUE
"1862","0904572.01.01.01",476,56,"fue_violentada_emoc",TRUE
"1863","0904619.02.01.01",4159,55,"fue_violentada_emoc",TRUE
"1864","0904936.02.01.02",1714,35,"fue_violentada_emoc",TRUE
"1865","0905010.05.01.02",696,46,"fue_violentada_emoc",TRUE
"1866","0905085.02.01.02",606,52,"fue_violentada_emoc",TRUE
"1867","0905092.02.01.02",535,23,"fue_violentada_emoc",TRUE
"1868","0905116.03.01.01",1078,60,"fue_violentada_emoc",TRUE
"1869","0905145.05.01.03",2741,23,"fue_violentada_emoc",TRUE
"1870","0905225.02.01.01",1875,59,"fue_violentada_emoc",TRUE
"1871","0905274.02.01.01",626,64,"fue_violentada_emoc",TRUE
"1872","0905404.02.01.02",601,25,"fue_violentada_emoc",TRUE
"1873","0905471.03.01.02",665,25,"fue_violentada_emoc",TRUE
"1874","0905616.02.01.01",536,35,"fue_violentada_emoc",TRUE
"1875","0905635.04.01.02",470,38,"fue_violentada_emoc",TRUE
"1876","0905791.03.01.01",1114,74,"fue_violentada_emoc",TRUE
"1877","0905791.04.01.01",557,53,"fue_violentada_emoc",TRUE
"1878","0906079.04.02.05",1220,33,"fue_violentada_emoc",TRUE
"1879","0906095.03.01.01",597,38,"fue_violentada_emoc",TRUE
"1880","0906192.03.01.02",621,42,"fue_violentada_emoc",TRUE
"1881","0906435.02.02.02",1495,58,"fue_violentada_emoc",TRUE
"1882","0906489.01.01.01",624,43,"fue_violentada_emoc",TRUE
"1883","0906589.04.01.02",759,38,"fue_violentada_emoc",TRUE
"1884","0906720.04.01.02",405,70,"fue_violentada_emoc",TRUE
"1885","0907038.04.01.02",625,29,"fue_violentada_emoc",TRUE
"1886","0907249.03.01.04",1194,23,"fue_violentada_emoc",TRUE
"1887","0907268.05.01.01",655,77,"fue_violentada_emoc",TRUE
"1888","0907413.02.01.01",535,70,"fue_violentada_emoc",TRUE
"1889","0907548.03.01.02",458,32,"fue_violentada_emoc",TRUE
"1890","0907548.05.01.05",2291,28,"fue_violentada_emoc",TRUE
"1891","0907644.03.01.03",1569,16,"fue_violentada_emoc",TRUE
"1892","0907671.05.01.02",715,37,"fue_violentada_emoc",TRUE
"1893","0907716.01.01.02",503,40,"fue_violentada_emoc",TRUE
"1894","0907727.04.01.02",1208,69,"fue_violentada_emoc",TRUE
"1895","0907969.02.01.03",601,47,"fue_violentada_emoc",TRUE
"1896","0907997.04.01.02",643,26,"fue_violentada_emoc",TRUE
"1897","0908011.02.01.05",2658,16,"fue_violentada_emoc",TRUE
"1898","0908014.01.01.01",607,40,"fue_violentada_emoc",TRUE
"1899","0908014.03.01.02",607,37,"fue_violentada_emoc",TRUE
"1900","0908065.04.01.02",2279,63,"fue_violentada_emoc",TRUE
"1901","0908132.02.01.02",1235,63,"fue_violentada_emoc",TRUE
"1902","0908132.03.01.02",1235,35,"fue_violentada_emoc",TRUE
"1903","0908132.04.01.02",1853,40,"fue_violentada_emoc",TRUE
"1904","0908146.01.01.08",1986,24,"fue_violentada_emoc",TRUE
"1905","0908171.04.01.04",2197,24,"fue_violentada_emoc",TRUE
"1906","0908248.05.01.02",591,22,"fue_violentada_emoc",TRUE
"1907","0908284.01.01.03",464,16,"fue_violentada_emoc",TRUE
"1908","0908284.04.01.01",928,48,"fue_violentada_emoc",TRUE
"1909","0908284.05.01.02",1392,20,"fue_violentada_emoc",TRUE
"1910","0908440.01.01.02",538,40,"fue_violentada_emoc",TRUE
"1911","0908482.05.01.01",596,30,"fue_violentada_emoc",TRUE
"1912","0908548.02.01.02",584,36,"fue_violentada_emoc",TRUE
"1913","0908548.03.01.04",1751,29,"fue_violentada_emoc",TRUE
"1914","0908557.03.01.02",553,70,"fue_violentada_emoc",TRUE
"1915","0908709.02.01.01",1546,25,"fue_violentada_emoc",TRUE
"1916","0908716.04.01.02",603,19,"fue_violentada_emoc",TRUE
"1917","0908729.02.01.06",3710,17,"fue_violentada_emoc",TRUE
"1918","0908773.05.01.02",491,31,"fue_violentada_emoc",TRUE
"1919","0908842.01.01.02",1681,45,"fue_violentada_emoc",TRUE
"1920","0908854.01.01.04",1725,23,"fue_violentada_emoc",TRUE
"1921","0908954.02.01.05",1478,15,"fue_violentada_emoc",TRUE
"1922","0908979.01.01.02",630,44,"fue_violentada_emoc",TRUE
"1923","0909023.02.01.02",737,26,"fue_violentada_emoc",TRUE
"1924","0909023.05.01.02",737,25,"fue_violentada_emoc",TRUE
"1925","0909108.03.01.03",1276,29,"fue_violentada_emoc",TRUE
"1926","0909257.01.01.01",662,34,"fue_violentada_emoc",TRUE
"1927","0909477.03.01.03",1321,21,"fue_violentada_emoc",TRUE
"1928","0909943.04.01.01",1112,27,"fue_violentada_emoc",TRUE
"1929","0910028.01.01.01",703,79,"fue_violentada_emoc",TRUE
"1930","0910076.05.01.02",558,63,"fue_violentada_emoc",TRUE
"1931","0910134.01.01.02",595,32,"fue_violentada_emoc",TRUE
"1932","0910147.05.01.03",1277,21,"fue_violentada_emoc",TRUE
"1933","0910169.01.01.01",1169,30,"fue_violentada_emoc",TRUE
"1934","0910169.05.01.02",1753,40,"fue_violentada_emoc",TRUE
"1935","0910278.02.01.03",1139,24,"fue_violentada_emoc",TRUE
"1936","0910278.04.01.01",570,68,"fue_violentada_emoc",TRUE
"1937","0910308.03.01.02",685,45,"fue_violentada_emoc",TRUE
"1938","0910336.01.01.01",1442,41,"fue_violentada_emoc",TRUE
"1939","0910336.04.01.02",721,52,"fue_violentada_emoc",TRUE
"1940","0910399.03.01.05",2846,16,"fue_violentada_emoc",TRUE
"1941","0910399.04.01.02",712,37,"fue_violentada_emoc",TRUE
"1942","0910465.04.01.02",754,40,"fue_violentada_emoc",TRUE
"1943","0910491.02.01.03",1785,17,"fue_violentada_emoc",TRUE
"1944","0910785.04.01.02",525,35,"fue_violentada_emoc",TRUE
"1945","0910805.05.01.01",1272,52,"fue_violentada_emoc",TRUE
"1946","0910810.01.01.03",1903,28,"fue_violentada_emoc",TRUE
"1947","0910962.04.01.01",681,58,"fue_violentada_emoc",TRUE
"1948","0910978.04.01.05",1267,18,"fue_violentada_emoc",TRUE
"1949","0911007.02.01.03",1374,18,"fue_violentada_emoc",TRUE
"1950","0911086.03.01.04",1949,20,"fue_violentada_emoc",TRUE
"1951","0911260.01.01.02",1804,57,"fue_violentada_emoc",TRUE
"1952","0911260.04.01.04",1202,27,"fue_violentada_emoc",TRUE
"1953","0911261.02.01.02",2107,27,"fue_violentada_emoc",TRUE
"1954","0911288.02.01.02",569,36,"fue_violentada_emoc",TRUE
"1955","0911288.03.01.01",569,31,"fue_violentada_emoc",TRUE
"1956","0911359.01.01.03",994,15,"fue_violentada_emoc",TRUE
"1957","0911416.01.01.04",993,34,"fue_violentada_emoc",TRUE
"1958","0911506.01.01.02",1736,41,"fue_violentada_emoc",TRUE
"1959","0911514.01.01.04",1875,20,"fue_violentada_emoc",TRUE
"1960","0911619.04.01.01",598,58,"fue_violentada_emoc",TRUE
"1961","0911802.05.01.03",1293,16,"fue_violentada_emoc",TRUE
"1962","0911811.04.01.02",631,32,"fue_violentada_emoc",TRUE
"1963","0911885.04.01.03",527,36,"fue_violentada_emoc",TRUE
"1964","0911958.03.01.01",643,59,"fue_violentada_emoc",TRUE
"1965","0912145.01.01.02",745,38,"fue_violentada_emoc",TRUE
"1966","0912173.03.01.03",1299,42,"fue_violentada_emoc",TRUE
"1967","0912258.01.01.03",2451,18,"fue_violentada_emoc",TRUE
"1968","0912446.01.01.02",550,47,"fue_violentada_emoc",TRUE
"1969","0912584.01.02.06",1211,16,"fue_violentada_emoc",TRUE
"1970","0912584.05.01.01",606,69,"fue_violentada_emoc",TRUE
"1971","0912778.01.01.02",473,27,"fue_violentada_emoc",TRUE
"1972","0912866.04.01.02",573,25,"fue_violentada_emoc",TRUE
"1973","0912990.04.01.02",550,53,"fue_violentada_emoc",TRUE
"1974","0913428.01.01.02",1129,56,"fue_violentada_emoc",TRUE
"1975","0913428.02.01.02",564,35,"fue_violentada_emoc",TRUE
"1976","0913428.04.01.01",1129,52,"fue_violentada_emoc",TRUE
"1977","0913428.05.01.04",1129,30,"fue_violentada_emoc",TRUE
"1978","0913597.03.01.02",1435,51,"fue_violentada_emoc",TRUE
"1979","0913784.03.01.01",515,67,"fue_violentada_emoc",TRUE
"1980","0913811.02.01.02",625,47,"fue_violentada_emoc",TRUE
"1981","0913841.01.01.04",978,19,"fue_violentada_emoc",TRUE
"1982","0913887.05.01.02",603,25,"fue_violentada_emoc",TRUE
"1983","0913909.02.01.02",1762,26,"fue_violentada_emoc",TRUE
"1984","0913917.03.01.02",1858,55,"fue_violentada_emoc",TRUE
"1985","0913917.04.01.03",1239,17,"fue_violentada_emoc",TRUE
"1986","0914113.03.01.02",535,43,"fue_violentada_emoc",TRUE
"1987","0914123.01.01.02",782,65,"fue_violentada_emoc",TRUE
"1988","0914123.05.01.03",1563,29,"fue_violentada_emoc",TRUE
"1989","0914161.03.01.02",747,41,"fue_violentada_emoc",TRUE
"1990","0914359.05.01.03",1277,19,"fue_violentada_emoc",TRUE
"1991","0914504.02.01.01",803,41,"fue_violentada_emoc",TRUE
"1992","0914721.04.01.02",1575,40,"fue_violentada_emoc",TRUE
"1993","0914799.01.01.04",1228,38,"fue_violentada_emoc",TRUE
"1994","0914799.04.01.03",1228,19,"fue_violentada_emoc",TRUE
"1995","0914879.03.01.02",822,27,"fue_violentada_emoc",TRUE
"1996","0914909.03.01.02",620,34,"fue_violentada_emoc",TRUE
"1997","0914909.04.01.01",620,45,"fue_violentada_emoc",TRUE
"1998","0915100.04.01.02",746,24,"fue_violentada_emoc",TRUE
"1999","0915463.03.01.03",2366,20,"fue_violentada_emoc",TRUE
"2000","0915692.05.01.02",639,36,"fue_violentada_emoc",TRUE
"2001","0915732.04.01.02",2705,40,"fue_violentada_emoc",TRUE
"2002","0915763.02.01.02",631,38,"fue_violentada_emoc",TRUE
"2003","0915961.01.01.01",480,50,"fue_violentada_emoc",TRUE
"2004","0915977.02.01.02",1093,62,"fue_violentada_emoc",TRUE
"2005","0915977.05.01.04",1640,19,"fue_violentada_emoc",TRUE
"2006","0916014.04.01.02",1390,51,"fue_violentada_emoc",TRUE
"2007","0916154.02.01.02",584,28,"fue_violentada_emoc",TRUE
"2008","0916198.01.01.02",760,16,"fue_violentada_emoc",TRUE
"2009","0916198.05.02.06",1520,55,"fue_violentada_emoc",TRUE
"2010","0916201.01.01.03",1171,91,"fue_violentada_emoc",TRUE
"2011","0916201.04.03.03",2342,64,"fue_violentada_emoc",TRUE
"2012","0916252.05.01.02",588,48,"fue_violentada_emoc",TRUE
"2013","0916264.03.01.02",1046,40,"fue_violentada_emoc",TRUE
"2014","0916264.04.01.02",2091,15,"fue_violentada_emoc",TRUE
"2015","0916264.05.01.04",2091,70,"fue_violentada_emoc",TRUE
"2016","0916370.04.01.02",598,29,"fue_violentada_emoc",TRUE
"2017","0916376.05.01.02",909,46,"fue_violentada_emoc",TRUE
"2018","0916496.02.01.03",2011,15,"fue_violentada_emoc",TRUE
"2019","0916501.01.01.02",3646,46,"fue_violentada_emoc",TRUE
"2020","0916531.04.01.04",1077,19,"fue_violentada_emoc",TRUE
"2021","0916574.02.01.02",663,42,"fue_violentada_emoc",TRUE
"2022","0917203.01.01.01",691,65,"fue_violentada_emoc",TRUE
"2023","0917215.05.01.02",706,65,"fue_violentada_emoc",TRUE
"2024","0917274.03.01.02",738,43,"fue_violentada_emoc",TRUE
"2025","0917369.05.01.03",1415,17,"fue_violentada_emoc",TRUE
"2026","0917387.01.01.01",498,84,"fue_violentada_emoc",TRUE
"2027","0917406.02.01.02",491,26,"fue_violentada_emoc",TRUE
"2028","0917441.01.01.05",2674,18,"fue_violentada_emoc",TRUE
"2029","0917658.02.01.03",1394,20,"fue_violentada_emoc",TRUE
"2030","0917717.04.01.02",588,63,"fue_violentada_emoc",TRUE
"2031","0917743.02.01.02",455,37,"fue_violentada_emoc",TRUE
"2032","0917774.02.01.01",545,24,"fue_violentada_emoc",TRUE
"2033","0917838.05.01.02",666,49,"fue_violentada_emoc",TRUE
"2034","0917862.03.02.02",1281,25,"fue_violentada_emoc",TRUE
"2035","0917871.02.01.02",756,54,"fue_violentada_emoc",TRUE
"2036","0917997.03.01.01",655,73,"fue_violentada_emoc",TRUE
"2037","0917997.04.01.02",655,39,"fue_violentada_emoc",TRUE
"2038","0918360.02.01.04",1069,17,"fue_violentada_emoc",TRUE
"2039","0918360.04.01.02",535,32,"fue_violentada_emoc",TRUE
"2040","0918398.04.01.01",2098,41,"fue_violentada_emoc",TRUE
"2041","0918502.03.01.02",666,28,"fue_violentada_emoc",TRUE
"2042","0918575.04.01.02",703,42,"fue_violentada_emoc",TRUE
"2043","0918716.02.01.02",1188,54,"fue_violentada_emoc",TRUE
"2044","0918797.02.01.01",903,84,"fue_violentada_emoc",TRUE
"2045","0918878.02.01.02",613,48,"fue_violentada_emoc",TRUE
"2046","0918965.02.01.04",1046,32,"fue_violentada_emoc",TRUE
"2047","0918965.05.01.02",523,86,"fue_violentada_emoc",TRUE
"2048","0919080.05.01.02",592,60,"fue_violentada_emoc",TRUE
"2049","0919141.01.01.02",1640,32,"fue_violentada_emoc",TRUE
"2050","0919410.03.01.01",685,48,"fue_violentada_emoc",TRUE
"2051","0919453.04.01.02",1266,57,"fue_violentada_emoc",TRUE
"2052","0919453.05.01.01",633,38,"fue_violentada_emoc",TRUE
"2053","0919674.04.01.02",732,42,"fue_violentada_emoc",TRUE
"2054","0919709.02.01.03",1145,20,"fue_violentada_emoc",TRUE
"2055","0919737.05.01.03",1555,47,"fue_violentada_emoc",TRUE
"2056","0919845.02.01.02",1469,46,"fue_violentada_emoc",TRUE
"2057","0919871.04.01.03",1613,18,"fue_violentada_emoc",TRUE
"2058","0919911.03.01.04",1780,20,"fue_violentada_emoc",TRUE
"2059","0920003.04.01.02",488,33,"fue_violentada_emoc",TRUE
"2060","0920013.05.01.01",597,39,"fue_violentada_emoc",TRUE
"2061","0920071.03.01.02",717,35,"fue_violentada_emoc",TRUE
"2062","0920071.04.01.01",717,34,"fue_violentada_emoc",TRUE
"2063","0920071.05.01.02",717,32,"fue_violentada_emoc",TRUE
"2064","0920212.03.01.02",598,53,"fue_violentada_emoc",TRUE
"2065","0920305.03.01.02",625,20,"fue_violentada_emoc",TRUE
"2066","0920339.04.01.02",655,29,"fue_violentada_emoc",TRUE
"2067","0920404.02.01.02",642,72,"fue_violentada_emoc",TRUE
"2068","0920475.01.01.01",833,75,"fue_violentada_emoc",TRUE
"2069","0920509.04.01.02",608,37,"fue_violentada_emoc",TRUE
"2070","0920538.01.01.01",2069,55,"fue_violentada_emoc",TRUE
"2071","0920578.05.01.03",1323,23,"fue_violentada_emoc",TRUE
"2072","0920667.02.01.02",545,25,"fue_violentada_emoc",TRUE
"2073","0920681.05.01.01",569,32,"fue_violentada_emoc",TRUE
"2074","0920744.03.01.03",1731,17,"fue_violentada_emoc",TRUE
"2075","0920840.05.03.11",3780,50,"fue_violentada_emoc",TRUE
"2076","0920876.04.01.02",586,17,"fue_violentada_emoc",TRUE
"2077","0920904.03.01.02",1380,29,"fue_violentada_emoc",TRUE
"2078","0921001.01.01.03",1781,45,"fue_violentada_emoc",TRUE
"2079","0921038.02.01.02",656,17,"fue_violentada_emoc",TRUE
"2080","0921132.03.01.01",518,36,"fue_violentada_emoc",TRUE
"2081","0921147.04.01.05",1132,23,"fue_violentada_emoc",TRUE
"2082","0921161.04.01.03",1241,15,"fue_violentada_emoc",TRUE
"2083","0921185.03.01.02",2330,50,"fue_violentada_emoc",TRUE
